filename,node_count,edge_count
0xf7704b5c4dabd8e6f94391b48467fedfcf02f5d5820fa4d737be464515fc1fc0.json,2073,1882
0x494b578bce7572e4fb8b1357ddf12754a28eec3439a62f6b14432dacda9cbb76.json,2937,2242
0x6f740b052e5ea6e16abefd59da99a670e044439b5244ca507d91fbd8a0d14779.json,2722,2273
0x215b4c2f833de2641fd773963c1fb13802c07129e39c5db6d416e664bf662a27.json,1029,939
0x56cf6d3f402e521e3d8c369e4cc249a64c20b14eea47501ec82261f15e4a1475.json,2935,2241
0x87b94774652df9c0be2be93d060d9fc72102c7c3ecd8ffa3262850337491d2f7.json,1100,985
0x40314753457a15b21e6c67b981e08fc881750c609fd91b4eeb365a06d969be82.json,6539,5552
0x06da725d76cb224aeadb299a92264c6e70516d3b1b135a6bea8cf7163a0ad2b5.json,1592,1212
0x636be30e58acce0629b2bf975b5c3133840cd7d41ffc3b903720c528f01c65d9.json,1468,1197
0x977a48755a782c0916a399d1f32dd2900bf3938e1333bcb917427b314730551d.json,1281,984
0x67218c68212ef17dc12697e1262685bd6b595ca472ba794c45fd5856c9deb884.json,2312,2152
0x99c760442aecf00d46ecad7739f7935c41d76b2f850253f19eaa7c4e7a6d0045.json,1897,1712
0xe6ab9f66484bfe248c83125e80763b93053fbc7fda249f5fba0d6016d751f579.json,0,0
0x2f6184306056aac469584093bfa7f9f06ab5f9c6c8c2b3d9cc4ac148b85c5815.json,616,573
0xbffcf01e5aef5d5fc82f9ab7bf78110e3479dffc8f4dc503f663c6b47b9992a4.json,4610,4024
0xf6dfdd6b152d9bf03ff296ddc980757c198e8bff0c85f949bba1f533ca493828.json,3038,2288
0x48164302b6aa75a14ef4062cadb09fdd64e4b193fac50a8c5008117c77dbcd8f.json,6477,5676
0x33e3c94e8e0359b7a98b74a02454a52fad2a8fb7faee02f888807bc60f688628.json,11604,9513
0x454753361f29e90c1974f885d43885183112d8b511614387606bb696126f6bd8.json,1836,1630
0x25eb536f6ed6774921a89afb8cb5dc2684287c7ea997635ef7a944f07808be4a.json,3582,3284
0x67bde73600ffb9e6e7278f3251e6c388f5f7b2f685da15208d0033201ac4cef6.json,616,573
0x81050c3ad580b125796a63c5e1c9cd64c6ab25a0a34f410b96662de6775aab09.json,2096,1772
0x33f19229b5382854e63b4d2d2d82164fcdc5b13a01505ea0d5d2df7e7574ab25.json,2022,1560
0xcd0819610b693c8c5f8d2e52564c520804fb1ef54f75f6a9383f70964f001474.json,1415,1219
0x81984c1e8ed4befe7fce952e2c45229a1d5ec69ddff5ce18ac2602acc22adbcc.json,476,457
0xe4c05281eb28e3568662df63da65c3746d16af7e898d10223990fd3c294111c1.json,3847,3193
0x771431bed03cc59866d8e17be1f5cdac46a321850a57f8a43b375421bdebdcf7.json,572,397
0x6ca5ec7fa88fe50cefd4a140eeb0e8edfd3225eebacf2c6a4f41e4d4784f9ebc.json,2485,2232
0xb08f17f275edbff31e1ded752e5f6142ce76d36127e48c648249ad765555d42f.json,969,873
0x006763dff653ecddfd3681181a29e7e6d6c2aaa7bafb27fe1376f3f7ce367c1e.json,5242,4938
0xde50d4f9c5bb71fd083534555c1536b638fab4e792e4cf204f5aa4e9f4fe6809.json,1048,816
0x52fcd1bcc571d5e3e6aa93a818871649eb09e8d3815e0d543168da0914cc998c.json,472,455
0xa2c41910680b72e5ea236304b89cf5af9630a6f440649f50653235f10bf17492.json,2936,2243
0x9235e0662e230bdfa94f56f4932fd09a95fea17e4b9b44a4f40a59449e216110.json,5755,4887
0xff732b8f33304caeb54ebe2f88b568fb44f966ba7a76a388abe1f62fdbc7e621.json,8018,7559
0x574ff7f1d98518427042b38a2d85c8e540cc0d3544bff7b7b2eb341898a15ed2.json,2065,1820
0x2b419173c1f116e94e43afed15a46e3b3a109e118aba166fcca0ba583f686d23.json,5796,5275
0xacf7f9bdb9fb13ed36b2b265e796e39adc5b47510af259a73c949c38a617b5d9.json,1041,973
0xc908183e232419f6ae0f2406d7cf78a1e6ee52d6e467f4b3e78b49a90e0d454a.json,4091,3336
0x24a937ceeb5d08ce9d76537180d3fd5eb5e30d9b5e3df4db8ffb6ef2c396f391.json,4412,4098
0xea46339efaeb87fe2fe33067eb61b706796f933bfdb5243fd6817be4ab7b967a.json,3494,2779
0x301952245dabeec1d06dc08e93b55bc69da0729fc7b1a6971de9383b611e4b37.json,3481,2682
0x91cf4479b60a7187101b515dee1936702bdbd9937688822c8ef086532d16f9f7.json,1279,1168
0xe4bfbe55b505b20135351f30cf47e553b145fdc3dca4619df8f0eb6454e4f883.json,570,465
0x5aa0742d19ec00705bdfe40e2e717ae6d5448151a552496083d72136549b7583.json,1563,1198
0x407cdc8ee6663e0da84f72b1b3f16b3f3a44749ec97a9684986f241f4fb0d2d2.json,880,767
0x6472be941d7662cdf6a56f0ac8db0fb7816278a12f14fafa529f0216c402c3d7.json,2103,1931
0x376f111c8e67ebce9362843e2276da29305a0e1559767dcd7aa45f25f4b6a5ff.json,3351,2634
0x862ffd9b3b27c44eec964c6dccf912c30e864d0871276ae8564113e9959a4766.json,1029,760
0xbfbf6f1a9798bcc8d9ea37ecaf869fcc6634fd828db7a1b84250e06ad84a5110.json,0,0
0xd09b72275962b03dd96205f8077fdc08bec87c0ebd07e431aadc760f31f34b01.json,169,157
0xd8e1cef2499b31b7671bcef3e97e20b09ea01756441ac5d7997242b185d71990.json,3441,2594
0x67700f03527ea835994038081b7c097e4cc2fefa6567f8984928dbb3c19af45f.json,1300,1206
0xf9281de88c301a6b86bc869e028ebc952a9f28c20a95d8288754dea4a886bcab.json,1259,984
0xf12eafb1c48f0b0d793e9e88ba2a3ad0a90112771e580ec92b07daa6e2ddc5d0.json,4333,3367
0x975e1dffc45ef4a01f910e8025bddbf6eb88b6a6fc38a3a8a1e389fd4e002ea0.json,5783,4638
0xfd3d56c732e710855907ac72211e4f5a5f697b7b1c14160c41a13a84cb3bb3df.json,2569,1881
0xd243ae6a2773a2f7c38ac3fa6d0c460ebfbf22220d1829da3913ab120595040f.json,925,633
0x085b1b935061003bfaccdee76eab0644f16a1dea2d332ab685c605854abf3ea0.json,7879,7288
0xa2c14b11d3ec37c99e76bc88ee8cf899e51130e51ce2f76935af1ba6679e663a.json,2485,2232
0x2287aa2d87b256b3d6dc79b84463911fd1c6b38b29957235d293b562e62872c4.json,4671,4186
0x9a6227ef97d7ce75732645bd604ef128bb5dfbc1bfbe0966ad1cd2870d45a20e.json,1234,1037
0x5666856a9cde61747d40f3d97d1609421203dafdc2447b3d945cf290d765e3b0.json,1563,1280
0xe36c58ba98181d2bde57335cfd4b30d9d0abf0d967762872f3721d73ae3ded69.json,1142,1070
0xe2954100f414867ba3429085b249490a23d52190d5f5d235805ba4d58dd95c04.json,1836,1630
0x8d5e8937d42398e52b9b213f0346f6b432708f00865f93c3869dcb5b75575ca0.json,4333,3367
0x0c0a6db24a31615ef986ab64600d560ba528867e46ba2dde486117b36c60fa78.json,616,573
0xc2ccef1145c570a5557d63b5b8e90e8964a8275454a0bec0a036abe692b07f75.json,2788,2097
0x96ca4587f0b44eaa7c5df083d5de1bd43b4674416d4804aee6548b16ab87e126.json,689,603
0xaf9a9ef59414a93080147aefae9083f6a0b79074ed38988f76789b8c0636622c.json,3462,3243
0xdfa8eb5dcb762348989eb5fc643b0142016de227ff3eadd58bebd8215253e9ac.json,2215,2001
0xbab47d1b4f99d5e61daa922414301d820a5b9c483a6f782deb7831394f23e69f.json,1248,1006
0x5239c41f25be59a75c57d9f011af870b4075e76c0ca24ce6ad5b7b145cf249e0.json,3954,3162
0xb5c8bd9430b6cc87a0e2fe110ece6bf527fa4f170a4bc8cd032f768fc5219838.json,70,37
0x14ae447e0dce7cc6e5a0256a91cc16e1a85104f96590ff23fc72c58b57165162.json,4610,4024
0x5b415454528128f12a699582a45254bd8554085247e1e8fcaa2893c77e83140d.json,1628,1476
0x903ab71fcf63fe3beb649317dfccd89845f6894d2c6f39c714564b88b2165dd6.json,3569,2714
0x4bf905d8cf79acae943bc811071a1c63fa054e269230cf120a00a69076e56348.json,616,573
0x9a7ff500d261c3cfe4fff29dc27adc63b3db8a5b37373d44b67fc3c1525c25fc.json,2384,2028
0xcdd1f1f7f729e38e14e1cfe23f7403532baabcbb52b27dc0d4124693322e3c5e.json,1405,1344
0xc27c3ec61c61309c9af35af062a834e0d6914f9352113617400577c0f2b0e9de.json,5154,4103
0x02400a41ba4a8e6173c5cba8077af8c56ce55f689c8d2b634515ab2458c52826.json,1916,1772
0x191e3d08dd09935f4581b602f7895c9459e64792c029c2e08a560b483d80a0c6.json,616,573
0x7514a063098e323d2f0eb6c99b7e57e7b1389ce0ab4b05f38823a89ebac810b4.json,1714,1590
0x3d6c7922d402b89a8970e943ac3d6d39f2fb6a9114fb8abc373385473eca31ac.json,1659,1490
0x9004e33d6675403d60aa9a523473b024a71f404393dde6b8320dbe7e74b191c9.json,616,573
0x4a3dd10795e8dd0955b87f9a5b740dae3d160cd27bd448f889aa3465412b0f54.json,5592,4634
0x48d603a98481d375efed2e2e01b012c1a343000a7e3ff4819514401768726266.json,196,143
0xb9b9714ea992ff22a357dc486b140de16f734fe8cc66ae3e491a6c081e5c9383.json,4904,4735
0x398a7ea42fab5228200835141bb732843b33943a8cf63bf16104568ccdfded62.json,814,771
0x8b45f38a0878d1c5117834ea4411ee5a9ab1d32e9332655bdf7301bc011e5c4d.json,5478,4422
0x2193f018f6e12236c298cf89eac07c80d8cf7a3635a75a57407632be0c2014d4.json,4843,4024
0x002ccdb4a53a760cb03984db3e8e91325c4f732458d0f21603f64ebb536e4e6e.json,9798,8916
0xc84f5fb9d23c9f75a2e1479570de15c4865a2e3cbc363fd7d7c92ae04a42b127.json,942,872
0x1319a80286b9c229a2d7566e21d7476b792956e4b59ee00d26449b6b77f2bcd0.json,3044,2351
0xa127804ed6e18a21556a9d2506d885c42bd78dbef2530405815e4a9e5cde201c.json,1663,1453
0xbe65cb0dd9f4619939cfeb56b3ef3a996e2b028b93fd66443abfa06d6df8e58d.json,505,465
0xc78664e7e24b7723aed85d7c9f86113cd128b82087be9db6efef3e68b76f662f.json,241,184
0x241ef83bc88e1bb136cdbd2c3d2cec2324778cf2b8ac995fb87191465c600ed2.json,5162,5005
0x45bf5d11f27e0ac56f893d45bf5b02fb0f0e9d5e0d2e7af60f2a01c40e3c761d.json,4610,4024
0xdd9525f40892aec52b7a1799a1294db435725556da555b6ec0a549e1f600f830.json,1029,760
0xccf6c2825cb12028e51baca013fbc4f88262b6c23c93d3972ed09bcd6fe99984.json,1585,1464
0xc1b523bbf29861c8737a22459f0c973aea923098f353fb3718994ec756c35ee9.json,2485,2232
0xb39aa0ab786b79217e9598130d0561c1269f29f826dfa802213f4a31b66896ee.json,3381,3012
0x4a825bbc50fb7bc1bb86ebf8403ad7f343bd7865c4a9ec9cd32ff50856c55dea.json,1705,1529
0xecad79a50a1dba1148c22f99d4b4c88eae02bf0bc87c414eb37ca4583f5798e0.json,664,577
0x36b71a0f6a7ea0286befb20621191e22b750aebc8702af17e5bfb5af92e1a628.json,1247,995
0x4bb619cc62daec4999dcf005674aeb960cc05d8bdc726ebb66308e5290ef5660.json,3044,2351
0xf41111875d12f032e2cdf78bc757dba8a64665262c0e5bff49b47bf7aee19cd5.json,1920,1755
0x3640f6dd5e12bd8ec73aa35fdb5e55e25fb78d3bfa3547ee5f5229607942f5e1.json,1921,1756
