filename,node_count,edge_count
0xcc7899df9f7d418d0dcedd90d526dbeed2d33096e9c0e7961eda27f76688a90c.json,2142,1766
0xc8172c682e7458caff1069274799b1db194b02194c792c2bb2b087be915d3641.json,1229,925
0xe34fadd5abb49f626248045ceaa237b914bffd1bbb67409e4b3fe64c94e115b7.json,1494,1219
0xaf493d7189e7b47166b324f38bf927ae56bbe52e4cf147bfc070d30d45b8a3de.json,2684,2280
0xbe91bacdb6c2a77dd6fcc15d8f7f7a30fa9b8a9daf30dd80b3c7f34e80e2a10d.json,2485,2232
0xf4f51d7c1536d6b7729803ebe87aad5baad0053a505ecba88632a453f38cb6cc.json,512,390
0xd23691cdccd7a88d9864a224e19404f6609627b77f7eb57c9fdd7ec402b2813e.json,4114,3852
0x6b6c24f460c244be51214e3bc91e9dc7ed3ab980c47865fd47c89fae28bb3e4c.json,1836,1630
0xa194eb8e4cfb8e25a01f15d8ef98c49998b89d336f99a3de5108bd57c580fd02.json,4610,4024
0xa4769f858b50a73e26e18f7ea3153fea9e9ccbe15e569c9f4575dcd9483c2760.json,1475,1401
0x9901c2669d7d00079e8f84aec48ed03c620d50077231ccd98a2fb869bfe72a9b.json,1441,1261
0x6129de8eb6c637d47ca6ca9b063f246942c3d2c8c703e3ce53f1f1314dad1ed0.json,2624,2168
0x798aeb81f16d7b9d69f6d311264963efff6251598a4fa518948de30a823d7351.json,3,2
0x9edea2ef6b46800ced835ca8de9fdf336c2b275d74bf93041375f1dad2329324.json,569,440
0x8f532b0536411e7dfc5788dce56746d2803211580b6008211b77db8441faf307.json,2452,2210
0x2ae52dd3a9eb024eb85e0b21fa5a84b945c2b2109e306095ba8338ba11538241.json,616,573
0xd68d7efe8614494837c4c7e2927e33e2d5f6bfc72be6ed269767a732da09dc75.json,2079,2005
0xbc863c288a5eaa6bd0bcc411b546828a2b89deb786063b45aaf32ba280a21501.json,1219,1194
0xc055e92b7dbb2875e06d93a0cfc4c7396da7074d7e0a473559006b1e6e58aa47.json,1029,760
0xc3986b9b4c82fcc7e3e46beea27bea5b13fee3f5e262a523a41e2ee77b551673.json,3761,3547
0x3f55029a9c79ae7a221a2d4f2e3046f99937ee2a7aae2403f67cec84ceaeaf86.json,476,457
0x625462b2ea481f47ec00346b77053eba49d25134ec81f3f57c85aafd21056308.json,1546,1449
0xbc8c30b7db136e97251eaa9897853ddf125f155b7c63bbe4c06d704384a40556.json,2645,2080
0x5327d5a298f50e26d6c57477e830de6a68c6539d6f0b886760d3d0f160ed5349.json,3043,2293
0x8aff78099114b0791f028b2869a79d2f54be8b9c80d067fd1a391211083d0430.json,6742,5280
0x189b742c0fdf6489fd84d6a69268f033008bd11c157c659b451f0454f038503c.json,6238,5652
0xfd1b40b640d0bb798499387a15a6adc1c97bed918edcdf7a58e38068aac14af2.json,1448,1254
0x4d8d7e6f2bdc49e724b8d2a0241cf31d0911a230fa17230c7f025cead1842e93.json,2082,1746
0x5e989304b1fb61ea0652db4d0f9476b8882f27191c1f1d2841f8977cb8c5284c.json,4612,4025
0xa907b005876cbfe2368e622fc8d8eb9f494b1a3b4d85c93d2eb75e4b717f1258.json,2252,1672
0x9832a4f3d663db4f082b701d73caf8c12d8dd9db684b7a88e19d7019ec393088.json,2906,2679
0xb15912667e8d66e11a56c85a69018b024aa6b1a9a411b4b958cb07e2d3484f52.json,5996,5041
0x2bda71f5b6c6a22a8d74bfd96fb7a9f5b820c707120b2a43f1698b3603767e7a.json,4610,4024
0x05f548db9215621c49d845482f1b804d82697711ef691dd77d2a796f3881bd02.json,502,412
0xb6dffcc12a6d7d617842d0d1f9dfd47eab02af3d9325e162d5e32c2366fa3394.json,549,412
0x227848b6ec2d03f5fb0e541b433cb5d0da62bd4b91006d7bd90e61c7689f6484.json,2,1
0x117f502fb08f575c8e1dc11d80094d177e2cdcf09b12a8bc121e49fd32f9c6d1.json,3346,3076
0x6acda6ac1d7fb2a6c0c79707b0353855955ee550be8112c49490ccf6d77cc814.json,2587,2360
0x73f312a0c8951e77d17f300c1d10e48cd2363b73cdb727d217c33fd99f97670c.json,6198,5788
0x54cd2312268a4ecde80c1c8015bbd9d23b23062bf51dee3c50998e0611a358c2.json,5515,4850
0xfb2b809d6ab03359cb7fd02bc7f9414403eb5d11491d814bbb7442199eba9251.json,1220,961
0x045a2fb829876a39315007fc1c50b284500d077fec3541b6fd20de9dcc27284d.json,1032,761
0x09f97e8053ba1b557dd9811d6572328a2cddc7d8576fc048af0a64c644d67edd.json,3403,2579
0x29d8f3869d2636af4c934f83430eb1a4745237894ec55af29286eccd9d155623.json,2451,2029
0x86794b589eb0e4f86e30f28c3a3d85f61c510481704894cec8903f0a1fd67236.json,4365,3405
0x33b03c31e9d89bf9cb59658d4459367f33cb49046b4bcf3bfd882ee7eb2533aa.json,1836,1630
0x39dad8dfeab1a3ec81ee57d536ecc837ad1854ddd5d96161f24afb5b96166b38.json,2485,2232
0x89ff7a0c417870bfc8e5f4f1ae19426017a53134393f54fc7bab17392843b1a9.json,3416,3105
0x89a7af2a13ac2ba599aec737d6debf9e3251f224337f4cdd3cd2ab42979fb3f9.json,2928,2586
0xfcba2c38617edab9abf146bf4381edd2674873cc7bae9c6ba505a45e03a7228b.json,814,771
0xf8387acb9aa7097c5bea3d3638a5c9df961ccca425a4e3dd16982e7d2d8516fc.json,3620,2862
0x3e6171fd239d192b390faf89e04e3d993388658bb5b546bf31e072beb52fcf0d.json,1032,767
0x68c900fb23f766ee989b73c9845cc1d98ceadbd36f586e2db47d5acfe60857e2.json,814,771
0xc2813aaaf3ddcee9445f103fc22c09271e60c82b5c9c99732cf3e7aa9a760a87.json,246,214
0x96a2cfadb19cac9ba2a21c1f32b6f21b6132afe1b4f4698dee563ca01ec20e01.json,1032,761
0xb7449a3a2a36bb3997162fc02759dc4924f098703a4cc7977dbfc540d3ed1168.json,1963,1879
0xd15887df5c1fd70afbd8424d1ec48a53bc10debf24ee2a86859e296f7a855b58.json,616,573
0x767c2eadeeadbeb96d733acd2522b1f15ba60f4b9d254d77e952561f72333251.json,0,0
0xb71437e21a039eede08e5ad11bb9ba8b475dff4b5c2cbd46289e5ede9639adf4.json,1590,1270
0x486035b26c0ad30a4ee29b6e6e763c2afe1aa9be503d44f928437f98f8f8a185.json,4141,3859
0x956829212332bf9a22ef7e35f0c60d91e237770bfa2b33b1ad55ee0ab3d7f4e3.json,0,0
0x70cb2192d2bbd6245513c79cf94f2f21a408b7cf98cb53af9f16a1e9be0c1742.json,0,0
0x34d996b92754dc3895a52bca07f6785d62d161f95b364f81d2c5d87e40cd44c8.json,2864,2372
0xcf1fc0677a8aaaf04d181986de643c362c65b455da583a2ec3ac44a760693dfe.json,616,573
0xb704a53483a05c0e82f9bfa51a18bc6a61a666df37cd5413277d26b678cb3958.json,2755,2156
0x8b2b5133e647e563f70b0ae4cf81e24bc675094ae76b40f5115273c07d98e5f1.json,2485,2232
0x00b375f8e90fc54c1345b33c686977ebec26877e2c8cac165429927a6c9bdbec.json,2130,1839
0xa6095e03bc85079a7ae2be4f7fafd851483debe0aeb6531b03284f66eb9687fd.json,407,288
0xdb4616b89ad82062787a4e924d520639791302476484b9a6eca5126f79b6d877.json,6339,5331
0xb18377646e077574ebc4773cd6bdb6908f02c32ce4f5948e5543c4147033ae18.json,1043,823
0x24796dca7b49a24016f421663f31a0d72fbbce42b8800a42635ac5bbed7cb129.json,2987,2229
0xf807a15edd36f1d4aab9e4716f4ec82b0a59f659572c62a517b882ee5d895cc7.json,472,455
0x3b88b285bf45740052ff71a74e74b60f564a46cffaaea3a56172702b085fc96d.json,1973,1604
0x69b69c093b813d99767afceb448ef80da9ea2a42a24fa408a096500340c26ced.json,7751,6673
0xaf7efa897c3ee5d1f14f7cb6f5d4725bc62fb5e2a54b0e76b047c9086b0978a6.json,3928,3257
0xe8ff5cb1d578d5b29ac409cfc0b88d90ec551673dbe739bb2c9ed8682b658e84.json,6000,5577
0x242a0fb4fde9de0dc2fd42e8db743cbc197ffa2bf6a036ba0bba303df296408b.json,993,848
0xfb5a4d1aef98458f673f301c2e713613662ad621e8f57065a4da58a6401c0b4d.json,4366,3592
0xc727091f212aa24561e1ab7693b752b584013c3e914b177a2675d108d487738f.json,5658,4986
0x557bdb3dbd678cebe527ad9bd3a6e8b3c9e5d7239b18a0a564feac091d0c2e04.json,982,697
0xacfcaa8e1c482148f9f2d592c78ca7a27934c7333dab31978ed0aef333a28ab6.json,1911,1553
0xd253e3b563bf7b8894da2a69db836a4e98e337157564483d8ac72117df355a9d.json,5893,5167
0xefc84b5610ad0eb4ee3a83b627e5500ada492a984c5bef1f513e03e202f38540.json,1091,911
0xef6c9cb605bf14a9a9c3c0d6fcf75f34112f604257b8d4bfe0904f7f15d270ae.json,3551,2904
0x48e69dd7ff3e0c728e818bf26d031f4989d3c3018ec464a18757825634cf7e3c.json,1688,1592
0xc6c3331fa8c2d30e1ef208424c08c039a89e510df2fb6ae31e5aa40722e28fd6.json,2604,2395
0xee38418bdf6aa9ab95e6d54f18ce88d50ca6fb9630e8a1c3d399c804e21c1598.json,4263,3398
0x39328ea4377a8887d3f6ce91b2f4c6b19a851e2fc5163e2f83bbc2fc136d0c71.json,316,302
0x8173ffe714c984d1e6fe754f0bbd9c4c47936ba1de1c6f1c5e4d5c88c96d3174.json,2215,2001
0x1050f53105137a540b207a6f51df396754e23358b0cfc967d426bb0a1bbbb6e2.json,2114,1687
0x65f5c790525bc7a320c62bbe7f06111e5e43162dff309ffa7da5bc68c6a95344.json,6693,5478
0x90b97079f8cf445c7831d12494633ca351040a6099595e8980c6be84bb8408bc.json,2496,2230
0x531e42376038809d98fd488edddb33126431bda870bd3f43984025486a3f4f68.json,1027,866
0x89a1fbecc9ff1f1459843e4c67cf9b176e362f8332eba7135a1d17c05439cd65.json,1153,998
0x725db76cf4bf3bdc72be4f755ed72df4adbc8e4e803c044617cc11e34907ccdc.json,6561,5805
0xd9e10bad6b49efa18890eb216ac1a81c8f055fecb8a410595f4c40498a10b5ca.json,1740,1572
0x9d79a5a7648f44e74b34166e1513f51695f517e2cbf096fd9ae795e5d0d4ea8e.json,4557,4179
0xa64b650d1f3fbdbc6cabe439caf3bd9d375f45b02f5cba77f24285b300017692.json,4610,4024
0x4c4bd88332c0df0151302efe3c8c9cf78218b36538439e1ae8c5dc2828dc75f1.json,3658,3264
0x35c05c27532d8e19c09c53a2cffa9520e4a98573a8fcef2e62e33396c564394e.json,0,0
