contract_address,Time
0xd9870068e40f8d7c4d58b87802c4fc830acbd90ff3e44460747c3a0727dfd3df,0.6110842227935791
0x5e989304b1fb61ea0652db4d0f9476b8882f27191c1f1d2841f8977cb8c5284c,1.0165536403656006
0x2bda71f5b6c6a22a8d74bfd96fb7a9f5b820c707120b2a43f1698b3603767e7a,1.1715600490570068
0x45bf5d11f27e0ac56f893d45bf5b02fb0f0e9d5e0d2e7af60f2a01c40e3c761d,0.9186151027679443
0x14ae447e0dce7cc6e5a0256a91cc16e1a85104f96590ff23fc72c58b57165162,1.084897518157959
0x1a595d10be428e49dd3558859743fe4bc4570545a55d357f405bd630061c6be0,1.257005214691162
0x45d93aa6b24ac2c6606d81ecae3d8ec5609772cfab3839661d3ae7319e3763b4,1.0777616500854492
0xa8289dbe3e49e9c5decaabd3777d9ad60a7b06863539b4948dd17e58a65f3e15,1.0971078872680664
0xa194eb8e4cfb8e25a01f15d8ef98c49998b89d336f99a3de5108bd57c580fd02,1.316054105758667
0xa64b650d1f3fbdbc6cabe439caf3bd9d375f45b02f5cba77f24285b300017692,1.1071321964263916
0x1aaa35712784713d9ef40bf4848132cc031ce04611d7837649a7f0bf3e03bbf5,1.050163745880127
0x61092c396208c4c74430967e6061e9031ef80adcbb4cf64e58598a9e6b608302,1.0867066383361816
0xbffcf01e5aef5d5fc82f9ab7bf78110e3479dffc8f4dc503f663c6b47b9992a4,1.0739655494689941
0x9ac08d865feefeb644d34533fe59fbf144e55fa2def302ede1e966a6b8ab025a,1.1001276969909668
0xdff3f578284507a25d162df3f8a7fdfbd0d2078de80efaafd9b930750d2174e0,0.16463899612426758
0xb08f17f275edbff31e1ded752e5f6142ce76d36127e48c648249ad765555d42f,0.3065626621246338
0xef34f4fdf03e403e3c94e96539354fb4fe0b79a5ec927eacc63bc04108dbf420,0.11160421371459961
0xef34f4fdf03e403e3c94e96539354fb4fe0b79a5ec927eacc63bc04108dbf420,0.20666790008544922
0x24796dca7b49a24016f421663f31a0d72fbbce42b8800a42635ac5bbed7cb129,0.39801454544067383
0xbfde287cd08512e0edae0df612d72323173a18debd8f06ea9c808f6a08311de5,1.4130280017852783
0x94000c188db2a100d13347b1c0c81209ba774a66fffe354f17ac9a3ec0a4f532,0.22859549522399902
0xfd3d56c732e710855907ac72211e4f5a5f697b7b1c14160c41a13a84cb3bb3df,0.44553089141845703
0x5b415454528128f12a699582a45254bd8554085247e1e8fcaa2893c77e83140d,0.11347579956054688
0x486035b26c0ad30a4ee29b6e6e763c2afe1aa9be503d44f928437f98f8f8a185,0.4690237045288086
0xcab152ad406ab63549964f39b6c636aad6ec979cbf5b65376920ba5a22bc1f38,0.22901463508605957
0xd243ae6a2773a2f7c38ac3fa6d0c460ebfbf22220d1829da3913ab120595040f,0.07963132858276367
0xc3986b9b4c82fcc7e3e46beea27bea5b13fee3f5e262a523a41e2ee77b551673,0.40198659896850586
0xd23691cdccd7a88d9864a224e19404f6609627b77f7eb57c9fdd7ec402b2813e,0.5086300373077393
